?uuid,giorno_min,giorno_max,durata_vita,conteggio_giorni_totale,device_type,browser_type,os_type,site_giallozafferano,site_repubblica,site_subito,site_ansa,site_kijiji,site_corriere,site_ebay,site_pianetadonna,site_aranzulla,site_greenme,site_gazzetta,site_sole24ore,site_pourfemme,site_alfemminile,site_corrieresport,site_cookaround,site_autoscout,site_staseratv,prima_citta
8025,05/06/19,05/06/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8026,12/06/19,12/06/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MO
8027,24/05/19,25/05/19,2,2,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-VV
8028,15/04/19,30/05/19,46,8,2,86,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
8029,16/06/19,16/06/19,1,1,5,228,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-TO
8030,19/05/19,19/05/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8031,08/06/19,08/06/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8032,02/06/19,11/06/19,10,2,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-VC
8033,31/05/19,16/06/19,17,3,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8034,07/05/19,13/06/19,38,5,2,156,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8035,20/05/19,20/05/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-NA
8036,05/05/19,21/05/19,17,2,2,156,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RO
8037,17/05/19,17/05/19,1,1,2,11,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
8038,29/05/19,29/05/19,1,1,5,128,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8039,26/03/19,30/05/19,66,18,1,128,131,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8040,16/06/19,16/06/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-VE
8041,10/03/19,01/06/19,84,53,2,86,144,2,1,0,4,0,11,0,0,8,0,49,0,0,1,6,0,0,0,ITA-RM
8042,06/06/19,08/06/19,3,2,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
8043,16/02/19,18/05/19,92,6,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8044,22/05/19,22/05/19,1,1,2,11,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
8045,08/06/19,08/06/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8046,26/09/18,24/05/19,241,146,2,251,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
8047,09/02/19,13/06/19,125,22,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
8048,11/06/19,13/06/19,3,2,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8049,31/05/19,31/05/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ITA-TO
8050,10/05/19,30/05/19,21,2,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8051,16/06/19,16/06/19,1,1,2,156,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-PD
8052,01/06/17,14/06/19,744,308,,,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
8053,11/04/19,18/05/19,38,5,2,86,144,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,ITA-VT
8054,05/05/19,18/05/19,14,4,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8055,24/05/19,24/05/19,1,1,1,228,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-NA
8056,04/06/19,04/06/19,1,1,2,255,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8057,06/06/19,06/06/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8058,26/05/19,26/05/19,1,1,2,255,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-PA
8059,02/06/19,02/06/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
8060,27/05/19,27/05/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
8061,01/06/19,01/06/19,1,1,1,33,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-NO
8062,30/05/19,01/06/19,3,3,2,11,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
8063,19/05/19,06/06/19,19,2,2,255,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-PD
8064,23/04/19,16/06/19,55,9,1,173,133,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-NA
8065,16/06/19,16/06/19,1,1,1,254,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8066,26/05/19,26/05/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-PC
8067,23/05/19,16/06/19,25,18,2,86,144,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,ITA-RM
8068,15/06/19,15/06/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
8069,06/06/19,10/06/19,5,3,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-TO
8070,06/06/19,06/06/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8071,22/05/19,22/05/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-BS
8072,18/05/19,18/05/19,1,1,2,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-TV
8073,07/06/19,07/06/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8074,19/05/19,19/05/19,1,1,2,219,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RN
8075,21/05/19,26/05/19,6,2,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RE
8076,28/05/19,28/05/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8077,23/05/19,26/05/19,4,2,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
8078,12/06/19,12/06/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
8079,18/08/18,16/06/19,303,164,1,,,2,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,ITA-TO
8080,14/04/19,06/06/19,54,5,1,254,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8081,19/07/18,02/06/19,319,119,1,,131,0,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,ITA-FC
8082,07/04/19,18/05/19,42,15,2,86,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-PG
8083,26/06/18,16/06/19,356,90,,,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,ITA-BA
8084,15/05/19,11/06/19,28,13,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-VI
8085,21/04/19,13/06/19,54,12,2,215,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-BG
8086,27/05/19,27/05/19,1,1,2,11,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8087,16/06/19,16/06/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
8088,24/11/18,16/06/19,205,56,1,173,133,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-VE
8089,30/03/19,26/05/19,58,12,,,133,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-LE
8090,10/06/19,10/06/19,1,1,5,86,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-CO
8091,11/05/19,26/05/19,16,2,1,254,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
8092,01/05/18,11/06/19,407,69,2,156,143,0,0,2,1,3,0,2,0,0,0,0,0,0,0,0,0,1,0,ITA-TO
8093,24/05/19,16/06/19,24,21,2,86,144,0,52,0,0,0,50,0,0,1,0,0,0,0,0,0,0,0,0,ITA-MI
8094,22/05/19,22/05/19,1,1,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-GR
8095,11/06/19,11/06/19,1,1,2,251,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-CT
8096,03/04/19,10/06/19,69,9,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8097,16/04/19,17/05/19,32,3,1,173,133,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8098,12/03/19,28/05/19,78,9,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,ITA-GR
8099,19/05/19,19/05/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
8100,14/06/19,14/06/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8101,26/05/19,26/05/19,1,1,1,254,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8102,04/06/19,04/06/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8103,25/11/18,04/06/19,192,25,1,173,133,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-NA
8104,21/05/19,21/05/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8105,25/11/18,16/06/19,204,46,,,,1,0,0,0,5,0,43,0,2,0,0,0,0,0,1,0,0,17,ITA-RC
8106,23/05/19,14/06/19,23,3,5,86,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-CH
8107,02/06/19,02/06/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8108,12/06/19,16/06/19,5,2,2,156,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8109,22/10/18,14/06/19,236,106,2,11,144,20,24,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,ITA-MI
8110,08/06/19,08/06/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8111,11/06/19,11/06/19,1,1,2,156,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-PA
8112,03/06/19,03/06/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-SA
8113,17/03/19,14/06/19,90,14,,,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
8114,14/06/19,14/06/19,1,1,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8115,08/06/19,11/06/19,4,2,5,228,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8116,30/05/19,30/05/19,1,1,2,156,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-FI
8117,19/05/19,19/05/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
8118,18/04/19,12/06/19,56,7,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
8119,24/05/19,24/05/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-FI
8120,30/04/19,14/06/19,46,19,5,227,132,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MC
8121,18/05/19,18/05/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8122,05/06/19,05/06/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8123,12/11/18,11/06/19,212,28,1,173,133,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ITA-PA
8124,10/03/19,15/06/19,98,41,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-FI
8125,19/05/19,19/05/19,1,1,2,11,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-SA
8126,20/07/18,16/06/19,332,138,1,,131,0,2,0,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,ITA-VA
8127,26/05/19,26/05/19,1,1,2,86,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-BZ
8128,15/04/19,11/06/19,58,6,1,,133,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-LO
8129,16/06/19,16/06/19,1,1,1,254,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8130,07/07/18,12/06/19,341,51,1,173,133,0,4,0,1,1,0,2,0,1,0,0,0,3,0,0,0,0,0,ITA-TO
8131,18/05/19,18/05/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
8132,07/06/19,07/06/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
8133,10/05/19,17/05/19,8,2,5,128,132,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ITA-TV
8134,26/03/19,16/06/19,83,82,1,128,131,1,0,4,18,0,0,0,0,0,0,9,8,3,0,12,0,0,10,ITA-NA
8135,20/05/19,20/05/19,1,1,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-PI
8136,23/05/19,13/06/19,22,4,2,255,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8137,30/05/19,30/05/19,1,1,2,11,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-PU
8138,14/04/19,14/06/19,62,11,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-PE
8139,16/06/19,16/06/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-CZ
8140,24/05/19,01/06/19,9,2,5,86,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-BS
8141,31/03/19,11/06/19,73,9,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-SA
8142,20/04/19,06/06/19,48,8,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-CT
8143,29/12/18,27/05/19,150,33,1,173,133,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
8144,29/05/19,29/05/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-BA
8145,17/03/18,10/06/19,451,176,2,156,20,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,ITA-CS
8146,10/08/18,16/06/19,311,79,1,173,133,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ITA-TO
8147,04/07/18,13/06/19,345,111,1,173,133,0,6,0,1,0,3,0,0,0,0,17,0,0,0,3,0,0,7,ITA-MI
8148,19/05/19,19/05/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-VV
8149,16/05/19,06/06/19,22,12,2,86,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,ITA-NA
8150,06/06/19,11/06/19,6,2,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MB
8151,25/04/19,28/05/19,34,4,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
8152,09/05/19,24/05/19,16,3,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-NO
8153,18/05/19,19/05/19,2,2,2,255,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RN
8154,01/06/19,01/06/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8155,05/10/17,16/06/19,620,213,1,,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-CR
8156,19/05/19,19/05/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8157,03/05/19,18/05/19,16,6,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RC
8158,15/05/19,17/05/19,3,2,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-FI
8159,02/06/19,02/06/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
8160,14/04/19,02/06/19,50,13,2,255,20,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,ITA-GE
8161,27/05/19,27/05/19,1,1,2,86,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8162,11/06/19,11/06/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8163,31/05/19,31/05/19,1,1,2,156,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-NA
8164,31/05/19,31/05/19,1,1,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-BG
8165,07/06/19,07/06/19,1,1,5,86,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
8166,17/04/19,16/06/19,61,11,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8167,23/03/19,16/06/19,86,31,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,ITA-RC
8168,03/06/19,03/06/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8169,11/12/18,16/06/19,188,73,1,173,133,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,ITA-CE
8170,25/04/19,16/06/19,53,28,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-BS
8171,18/05/19,19/05/19,2,2,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8172,26/05/19,11/06/19,17,11,1,173,133,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-BO
8173,15/06/19,15/06/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8174,13/01/19,07/06/19,146,20,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
8175,07/12/18,13/06/19,189,29,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-CE
8176,25/05/19,25/05/19,1,1,1,254,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8177,11/05/19,09/06/19,30,5,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8178,15/06/19,15/06/19,1,1,2,215,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-ME
8179,13/06/19,13/06/19,1,1,2,255,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-FI
8180,12/06/19,12/06/19,1,1,2,11,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-BN
8181,04/06/19,04/06/19,1,1,2,255,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-BS
8182,16/06/19,16/06/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-CR
8183,05/05/19,18/05/19,14,5,1,128,131,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
8184,12/06/19,12/06/19,1,1,2,11,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-NA
8185,02/09/18,03/06/19,275,27,2,156,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-PR
8186,07/05/19,04/06/19,29,2,2,255,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,ITA-TO
8187,16/05/19,16/05/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-BO
8188,04/06/19,06/06/19,3,2,2,86,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-AN
8189,31/05/19,31/05/19,1,1,1,225,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8190,16/06/19,16/06/19,1,1,2,255,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-TO
8191,19/05/19,19/05/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-VI
8192,08/06/19,08/06/19,1,1,2,156,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-NA
8193,12/06/19,12/06/19,1,1,2,11,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-BS
8194,18/04/19,07/06/19,51,6,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
8195,28/05/19,28/05/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8196,16/06/19,16/06/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8197,20/05/19,20/05/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8198,19/05/19,19/05/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-LC
8199,11/05/19,20/05/19,10,5,2,156,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-CB
8200,27/05/19,27/05/19,1,1,2,251,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-PA
8201,02/03/18,16/06/19,472,105,1,173,133,0,0,0,1,0,0,0,0,0,0,0,0,14,0,0,0,0,0,ITA-MI
8202,02/06/19,02/06/19,1,1,3,127,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
8203,21/06/18,13/06/19,358,140,1,,,1,4,0,2,2,7,0,0,1,0,5,1,1,2,0,0,0,5,ITA-MB
8204,18/05/19,18/05/19,1,1,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-PD
8205,11/06/19,11/06/19,1,1,2,86,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8206,15/05/19,22/05/19,8,6,2,11,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-VI
8207,30/08/18,15/06/19,290,105,1,173,133,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,ITA-NA
8208,23/05/19,23/05/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8209,26/05/19,26/05/19,1,1,2,255,20,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-FI
8210,22/05/19,10/06/19,20,7,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-NA
8211,13/12/18,16/06/19,186,29,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MB
8212,17/04/19,07/06/19,52,5,2,11,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-NA
8213,21/05/19,21/05/19,1,1,2,11,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-FG
8214,29/05/19,16/06/19,19,18,1,128,131,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,ITA-VA
8215,28/09/18,16/06/19,262,151,1,173,133,2,6,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,ITA-BR
8216,06/06/19,06/06/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-TO
8217,29/08/18,14/06/19,290,133,1,173,133,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-TO
8218,29/05/19,29/05/19,1,1,2,156,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-BO
8219,02/05/19,24/05/19,23,3,2,11,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8220,01/01/19,11/06/19,162,30,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-PD
8221,09/11/18,16/06/19,220,120,1,173,,0,3,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0,ITA-MI
8222,18/05/19,21/05/19,4,2,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-LT
8223,07/06/19,07/06/19,1,1,2,86,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-PE
8224,28/05/19,28/05/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
8225,31/05/19,31/05/19,1,1,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
8226,12/06/19,16/06/19,5,2,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8227,18/02/18,08/06/19,476,111,1,173,133,0,0,0,0,3,1,0,0,2,1,6,0,0,1,0,0,0,0,
8228,15/05/19,23/05/19,9,3,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-LE
8229,25/05/19,25/05/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8230,03/06/19,07/06/19,5,2,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-PO
8231,15/06/19,15/06/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-PV
8232,20/04/19,16/05/19,27,6,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ITA-PG
