?uuid,giorno_min,giorno_max,durata_vita,conteggio_giorni_totale,device_type,browser_type,os_type,site_giallozafferano,site_repubblica,site_subito,site_ansa,site_kijiji,site_corriere,site_ebay,site_pianetadonna,site_aranzulla,site_greenme,site_gazzetta,site_sole24ore,site_pourfemme,site_alfemminile,site_corrieresport,site_cookaround,site_autoscout,site_staseratv,prima_citta
2301,02/06/19,02/06/19,1,1,2,251,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-NA
2302,12/06/19,15/06/19,4,2,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2303,03/04/19,19/05/19,47,3,3,127,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-CA
2304,03/06/17,16/06/19,744,583,,,,3,2,13,9,8,6,19,0,21,1,0,2,0,10,4,1,0,12,ITA-CT
2305,16/02/19,14/06/19,119,9,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-CO
2306,11/09/18,15/06/19,278,47,5,86,133,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,ITA-BO
2307,17/05/19,25/05/19,9,2,2,220,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-VA
2308,09/05/19,08/06/19,31,7,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
2309,20/01/19,06/06/19,138,11,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-FI
2310,16/06/19,16/06/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2311,16/06/19,16/06/19,1,1,2,86,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-BS
2312,06/06/19,11/06/19,6,2,1,,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-PR
2313,25/05/19,25/05/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MC
2314,19/05/19,30/05/19,12,5,5,128,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-NA
2315,30/03/19,26/05/19,58,5,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MO
2316,14/05/19,14/06/19,32,2,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2317,20/05/19,20/05/19,1,1,2,86,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-SA
2318,27/05/19,08/06/19,13,3,2,86,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-PA
2319,13/04/18,10/06/19,424,142,,,,0,0,0,0,1,0,0,0,5,0,1,0,0,0,0,0,1,0,ITA-GE
2320,27/05/19,27/05/19,1,1,2,127,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
2321,18/05/19,18/05/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-LU
2322,31/05/19,31/05/19,1,1,2,86,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2323,29/05/19,03/06/19,6,2,2,86,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
2324,08/06/19,08/06/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-VI
2325,14/06/19,15/06/19,2,2,2,86,144,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-TS
2326,12/06/19,12/06/19,1,1,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2327,17/05/19,17/05/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2328,22/05/19,23/05/19,2,2,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
2329,16/06/19,16/06/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
2330,20/05/19,14/06/19,26,20,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-CO
2331,12/06/19,12/06/19,1,1,1,254,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2332,03/06/19,03/06/19,1,1,2,11,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2333,01/06/19,01/06/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-BS
2334,11/02/19,08/06/19,118,18,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
2335,05/10/18,10/06/19,249,49,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,
2336,24/04/19,22/05/19,29,4,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-AN
2337,25/05/19,25/05/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,
2338,21/05/19,02/06/19,13,5,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MS
2339,16/05/19,16/05/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-VI
2340,20/04/19,13/06/19,55,17,1,173,133,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-TV
2341,06/06/19,06/06/19,1,1,2,11,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
2342,24/05/19,14/06/19,22,4,2,86,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2343,15/06/19,16/06/19,2,2,2,156,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
2344,10/08/18,14/06/19,309,124,2,86,144,25,7,7,1,0,14,3,1,8,0,49,0,0,2,3,1,0,8,ITA-PD
2345,18/05/19,09/06/19,23,5,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-NA
2346,03/04/19,20/05/19,48,4,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
2347,29/05/19,29/05/19,1,1,2,255,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
2348,09/08/18,14/06/19,310,74,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,ITA-PD
2349,10/06/19,11/06/19,2,2,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2350,08/06/19,08/06/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-CT
2351,20/09/18,16/06/19,270,64,1,228,131,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ITA-BO
2352,04/08/17,16/06/19,682,242,5,228,132,1,128,0,0,2,17,4,0,48,0,0,1,0,0,1,0,0,5,ITA-PG
2353,07/01/19,09/06/19,154,33,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-GE
2354,02/06/19,02/06/19,1,1,5,227,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-NA
2355,27/05/19,27/05/19,1,1,2,156,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MB
2356,15/05/19,27/05/19,13,9,1,128,131,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-CE
2357,19/05/19,19/05/19,1,1,5,228,132,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-BA
2358,07/06/19,07/06/19,1,1,2,156,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-TV
2359,02/06/19,15/06/19,14,7,2,156,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-PV
2360,12/06/19,12/06/19,1,1,2,255,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
2361,09/04/19,16/06/19,69,26,5,128,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
2362,14/06/19,14/06/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2363,22/05/19,14/06/19,24,7,2,86,144,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-PU
2364,11/07/18,13/06/19,338,112,2,253,20,0,135,1,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,ITA-RM
2365,04/05/19,04/06/19,32,5,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2366,20/06/18,15/06/19,361,178,1,,131,0,15,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,ITA-NA
2367,25/05/19,07/06/19,14,13,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-AR
2368,05/06/19,12/06/19,8,2,1,173,133,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,ITA-VI
2369,25/05/19,15/06/19,22,3,2,156,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,ITA-RM
2370,05/06/19,05/06/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-BO
2371,07/06/19,07/06/19,1,1,2,255,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,ITA-FC
2372,13/06/19,13/06/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-NA
2373,13/02/19,13/06/19,121,15,1,161,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-CN
2374,27/05/19,27/05/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2375,08/06/19,08/06/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2376,17/05/19,15/06/19,30,3,5,254,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-PV
2377,10/05/19,12/06/19,34,3,2,86,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MB
2378,24/03/18,14/06/19,448,175,1,173,133,0,0,0,0,0,0,0,4,3,0,0,0,0,0,2,0,0,0,ITA-MI
2379,26/05/19,26/05/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,
2380,12/06/19,12/06/19,1,1,2,33,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-AL
2381,10/06/19,10/06/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-PZ
2382,20/01/19,08/06/19,140,32,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
2383,03/07/18,16/06/19,349,210,1,173,133,5,5,0,5,1,1,0,0,0,1,1,1,0,0,4,0,0,0,ITA-RM
2384,03/05/19,05/06/19,34,12,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
2385,27/05/19,27/05/19,1,1,2,255,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-FI
2386,12/05/19,14/06/19,34,5,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2387,18/01/19,07/06/19,141,20,1,173,133,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ITA-RM
2388,03/06/19,15/06/19,13,2,2,253,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2389,12/06/19,12/06/19,1,1,2,251,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-TO
2390,15/04/19,03/06/19,50,7,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-TV
2391,17/05/19,29/05/19,13,2,5,86,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
2392,11/06/19,11/06/19,1,1,1,128,131,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-UD
2393,22/05/19,16/06/19,26,25,2,86,124,1,5,0,7,0,0,1,1,3,0,0,0,0,0,5,0,0,7,ITA-RM
2394,18/04/19,30/05/19,43,7,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-FC
2395,02/05/19,09/06/19,39,9,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2396,18/04/19,22/05/19,35,3,2,86,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-AN
2397,10/06/19,10/06/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2398,10/06/19,10/06/19,1,1,1,173,133,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2399,05/06/19,10/06/19,6,2,2,86,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MO
2400,30/11/17,12/06/19,560,166,1,227,131,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
2401,28/04/19,02/06/19,36,4,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2402,31/05/19,31/05/19,1,1,2,255,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2403,19/05/19,19/05/19,1,1,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
2404,30/04/19,19/05/19,20,3,2,156,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-VR
2405,19/05/19,26/05/19,8,2,2,156,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-LU
2406,22/05/19,24/05/19,3,2,2,219,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
2407,24/10/18,27/05/19,216,34,1,173,133,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,ITA-TO
2408,07/05/19,16/06/19,41,14,1,128,131,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,ITA-LE
2409,10/05/19,30/05/19,21,3,2,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-BS
2410,18/09/18,07/06/19,263,65,2,86,143,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1,0,3,1,ITA-MB
2411,24/05/19,24/05/19,1,1,2,251,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-VI
2412,19/05/19,19/05/19,1,1,5,128,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2413,28/01/19,14/06/19,138,32,1,173,133,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,34,
2414,05/06/19,05/06/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2415,02/04/19,16/06/19,76,11,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-PG
2416,29/05/19,29/05/19,1,1,2,127,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-MI
2417,15/12/18,07/06/19,175,154,2,86,144,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,ITA-NO
2418,17/05/19,17/05/19,1,1,2,255,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-PZ
2419,16/06/19,16/06/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-RM
2420,05/09/18,18/05/19,256,92,1,,131,5,6,0,6,4,0,0,0,0,3,9,2,1,0,0,0,0,7,ITA-VE
2421,18/05/19,18/05/19,1,1,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-BO
2422,09/01/19,16/06/19,159,53,1,173,133,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-CB
2423,05/06/19,14/06/19,10,8,2,86,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-TA
2424,16/03/19,04/06/19,81,19,1,173,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2425,13/06/19,13/06/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-CE
2426,16/05/19,14/06/19,30,22,2,33,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-TO
2427,16/06/19,16/06/19,1,1,1,128,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2428,13/04/19,14/06/19,63,13,2,86,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ITA-FI
